entrezid	EOC1005_post-NACT	EOC1005_treatment-naive	EOC136_post-NACT	EOC136_treatment-naive	EOC153_post-NACT	EOC153_treatment-naive	EOC227_post-NACT	EOC227_treatment-naive	EOC3_post-NACT	EOC3_treatment-naive	EOC349_post-NACT	EOC349_treatment-naive	EOC372_post-NACT	EOC372_treatment-naive	EOC443_post-NACT	EOC443_treatment-naive	EOC540_post-NACT	EOC540_treatment-naive	EOC733_post-NACT	EOC733_treatment-naive	EOC87_post-NACT	EOC87_treatment-naive
118424	4.23102759657153	5.21007843117795	5.02310483937983	5.7921095193427	5.32340541036072	5.30443376372545	6.02059267493078	6.10363473351932	4.20720692804288	4.68549002252841	5.23803688779731	4.08145095771535	5.50048842665135	5.48467759644933	4.76336534233163	4.76961836437071	3.94556126989343	5.71734751792579	5.41025939242949	5.46362501812165	4.86612572625166	5.50735508788442
116983	3.30519418880644	2.98349396328392	2.81244203120858	3.09057661945037	4.25876990130045	3.32226837837479	3.77805155455238	3.99547935132293	3.42319775755229	3.10233496241446	3.13147669197343	3.16125943307988	1.56254671050934	2.67716881931622	3.9077900589254	3.99916675927377	4.3948180044236	3.22999910959281	3.30826438672711	3.33248490707903	2.50299432071673	3.90032180862414
126789	2.50610029956918	3.51239450558945	4.51366890773291	4.64672363270126	3.49599573361722	3.38515257486861	5.02438307662086	4.62625182960522	3.9116762719748	3.66085303004512	3.26554396461239	3.45490771131247	4.41698657350545	2.98464207364981	4.43876828803278	3.95209045006932	4.91317958839844	4.26502396011952	3.87539598175189	3.80918774271733	3.84593107317576	3.98346159064604
80772	3.31707274093891	3.87819941615713	4.35142249321252	4.81730195384357	3.38515257486861	3.41373127763341	5.66868905698772	5.99189078279034	4.04715944764259	3.82217289025484	4.0434956908662	2.80076418752481	3.7376751763265	2.92237720504908	4.58868266761042	2.9497207142434	4.7543734293264	4.03765388434331	4.66832156057317	4.02967411349691	3.78707914279447	4.65696358027207
1855	4.08769475557065	3.52751170493694	4.2091462753086	4.23198299664311	4.09057638093562	3.77431152180862	5.11204783514433	6.51361090981079	4.13073040919063	3.71047162162089	5.61288132998332	3.43016452316659	4.31806289562219	3.07190081626201	5.3404382419821	5.34183066290974	4.06038327743425	3.83685563115498	4.25623992887394	4.30915046457642	2.96383431116104	4.46668058072942
54587	5.57467704699271	4.62250286985389	3.41732814846014	5.03498621218727	4.8081947621408	4.74816741233065	1.66959632154436	-0.563363715164152	5.30083400131105	3.4605119238513	3.00674116973905	2.39736028241216	1.78300942902594	1.33238715586178	5.71036879104091	5.15079813246783	2.96766814834555	1.66120272187472	1.04904631928877	0.622895187103035	4.9545809277632	5.4519669382175
54998	6.75246559208042	7.20805973867246	7.50282815706283	7.43655836249317	7.02438654244771	7.10251410251002	7.6657224507588	8.01958952392908	6.85530572492856	6.88211729591918	6.80182578990835	7.15104540534313	7.48172497928187	7.17715168835609	7.08966391343457	6.93198747410364	7.30388835521474	7.46688212638441	7.75372144585078	7.94410736069478	7.20805973867246	7.61354265081154
81669	5.00106920769501	4.36286495171259	5.68428388312147	5.52331173959392	5.49977010924464	5.16986916864993	6.3051719594423	6.3051719594423	5.51426234711046	5.38694225003003	4.65104198465656	4.91819878639145	4.55967074103446	4.96997973848508	6.05989975666082	6.05895153470848	5.02251484084829	4.99028141704276	4.7397345934381	5.14685897919841	6.22105620657704	6.03591213544582
55052	5.28828237498289	6.02819760086055	6.65355547996534	6.1816739347999	5.79462400122737	5.40363536413407	6.26849377300126	7.07024815530039	5.55687917359181	5.31165078211352	5.39846369266046	5.16208369198153	6.16791133425072	5.89937884004913	6.52724631050392	5.9890973051269	5.61366904007116	5.44980505113658	6.69303386149476	6.4099132399587	5.50649509169061	5.60357030035216
441869	3.66238582186298	3.07800281246506	5.1679236022872	2.93984175030335	3.72381828950963	3.82588549368066	4.30866533551473	2.91316351477523	6.53733839774193	5.89177348621811	1.88792097996192	2.51607390949747	0.728849790844766	1.61093650181073	3.95068492708738	2.93984175030335	5.95157496265827	5.14606504383173	4.72809993257304	4.89017018422238	4.09812586569175	2.44469556461279
64856	6.11813142115767	4.6591174747724	5.92211344184032	4.39785897473728	5.88527106096282	6.74756805596519	4.96314488881407	5.47872105355628	7.38181886202457	6.66703912087124	3.71533006481054	6.05707612082013	2.79843446602794	5.15740427325593	5.47189950357764	3.9077900589254	5.54526359544494	5.17457565920409	6.88388024567694	6.15137707111073	4.72017571081814	3.91261903688563
219293	0.831330435170931	1.3881226540892	1.26676107488969	2.26762205561732	2.83744312715899	1.70514049838313	2.9468676673709	2.58173947493486	4.60102302802131	3.94648875611482	2.49713424525162	1.23437458085426	-0.114851845575465	1.24013727363276	1.60167968839454	2.25157535542914	4.1918467118392	3.49351635151663	3.62771305894513	2.65189172372403	1.85023193882244	1.5020295641575
83858	3.38371122611677	3.74733395929578	2.54244852508885	4.43976195525348	4.46819930415668	3.61532903940364	5.12827459912724	5.22318011039429	3.96664353309366	3.44881050850626	3.79783959839749	2.98180011243376	3.89559352552596	3.88056496842141	3.11836328545296	3.77568678692149	4.69725163769856	4.78438796968646	4.31707722787386	3.77478642066718	4.36825335535382	4.39680849555259
55210	3.12501211164028	3.30320243345698	3.53494447716578	4.70596448683455	3.10233496241446	4.26653289235383	4.61823992787534	5.52940729403048	4.81848869867005	5.25030460178318	3.53260997510177	3.62339078347052	4.70761068961756	3.3517188690316	4.014754820658	3.84403906390668	4.4220719821364	4.88474103407231	4.47026328739975	4.23683866513811	4.7168886366135	4.77863048023975
29101	6.96320061886524	7.509347859245	8.01504351938555	7.9226140086295	7.31165905156235	7.16049858734628	8.31397370945334	9.08553912462	7.66927586178718	8.19783866537913	7.27250308446337	7.1795496140876	7.33283333114433	6.73244837544276	6.75921485877336	5.79375930240292	8.06580525879307	8.08468451134739	8.43285398086639	8.55424022517487	7.31697386556904	7.9659169318009
142678	3.31756439094824	3.05566189731676	3.79547967590119	3.77805155455238	4.26262014868262	4.41142823527222	4.90301929421085	5.27513884734855	4.34112360074414	4.35579738474005	3.66704047500254	4.70537922426883	3.28738317658993	3.84778422146825	4.3889782470083	4.00104472621308	4.40306181253893	4.12476629880771	3.89086563528995	4.02081970238401	4.04851439905974	4.1688211788768
8510	0.827097236065854	0.666495157876444	1.66446625419069	-0.125789284471964	2.19466483089047	3.03301827571607	3.57339359512781	3.27559613774683	-1.45260469978582	0.153948204248568	1.79879263674083	2.41727013391472	0.162532164400853	-0.190587167079872	1.81490951171635	-1.35373806888337	2.43706782182408	0.656389132503607	-0.216557489049143	-0.1522005264152	-0.349946810980167	-0.0581274357802881
984	3.70797576621734	4.1971031715893	4.3775933299701	4.33862133085924	3.76162521053382	4.20292540967825	5.75456179258666	6.35059306391183	4.52715435119794	5.06293806455512	4.71143560229743	3.73264940569263	3.59899789785077	3.3385610283355	4.31209936358281	3.6800288104261	4.22582942439361	4.05709539517713	4.79069225899309	4.12647106877868	4.49070845578539	5.19870827468798
728661	2.57469440853102	3.10651277536545	4.3538416499158	3.78425292715642	2.1994723062002	2.59477619888105	3.12883663479153	4.61607898190098	2.33719489332079	3.01406903110655	3.77058683834486	2.69477032136794	3.25508347325085	2.50146715723171	3.57059562255117	2.27639297260251	4.18988064192331	3.00115565138214	4.12604484265582	3.55125348412719	2.73349485655402	3.79926865676352
728642	1.67121962874467	0.809401708583022	2.06618727800661	2.52861872397489	2.45157173168619	2.17542381698376	3.44089798257954	2.64206895032337	2.54107005182981	2.9293215484477	3.00175292413087	3.709985782502	2.20765706373065	1.82039645631205	2.2041143601854	1.56991352870204	2.77958486940308	2.18274148100405	2.69276633579668	2.07252048306267	3.05669471175913	3.38931958998875
65220	3.14714116230032	4.0790904993676	4.31359386924067	4.9776674517287	3.46834352930884	3.81427793098059	4.83939824478128	5.56974188917783	3.15559142593141	3.44832042884549	4.3889782470083	3.40972797478648	4.93812159343968	3.57841362184531	3.97810096618241	2.80764457723369	4.8405839921256	4.27886503954808	4.73203973731662	4.57576931931735	4.09950993860323	4.2965748304452
2782	5.83519782111561	6.61700533531835	7.04731921689502	7.05560950963896	6.67303305282657	6.93009885445019	6.89511808589469	7.9014305184105	5.9987968395946	6.31793870090029	6.94961576293886	6.32479514952175	6.77506367252442	6.3542747688676	6.54546505820503	6.68971413311325	5.83249768152999	6.59574997689999	6.82622162856546	7.15326401317015	6.35661383147697	6.88035623217222
339456	-1.00099908454891	0.00570068457223005	0.241319934690873	0.885546554743502	0.0490720709628008	1.42712894490603	2.19749282286986	0.939808287193549	0.197401186813106	0.432828338397059	0.376342627866435	-1.26794640405455	-3.62234147316021	0.406102296346542	-0.140773390751108	0.0984229055571095	1.94329642699515	1.5334879085712	1.44269262463461	1.69699114855951	1.15384689761701	1.60362203885593
5590	1.83417029987856	2.43111868702036	2.98928493080993	2.95889589365693	3.11458681716938	3.24412136605602	4.67450374519137	4.52715435119794	2.7056671087951	3.15769764450318	3.34830175922168	2.33218560627506	3.11783137945185	2.15403415984066	2.96383431116104	2.66454050597291	3.03950733747074	2.80261016040249	2.49034308855705	2.83686281856064	2.65784440876736	2.91676031576234
199990	6.27666377052313	6.85722019115379	7.45216732157387	6.45611830655067	6.16283508967671	6.2543173464801	7.76131931616804	7.83164214728904	6.93991377399185	7.10476369161861	6.73895099726999	6.76261880666589	6.48912680199742	7.21557028597909	6.37528357238108	6.75765879603776	7.72745674066883	8.15260294154031	7.67999359733472	8.10379414501138	6.73733283365328	6.24079232373822
6497	3.31358593171272	4.27055728600737	3.02473476684652	3.30882978808565	4.25623992887394	3.76388805883986	3.91539455039902	4.69391360906862	4.44476134798891	3.75344275181177	4.13121798489883	2.14740946261136	2.59412860178908	2.64206895032337	3.6675339947646	3.11888399762126	3.89323629660951	3.82733533085256	3.82081504769364	3.32838459355695	4.16214060427648	3.87158547130126
79906	2.00890898862898	0.992606801778775	2.46667392797375	1.5458440264934	2.4755994721656	2.15495956660504	2.42574721543321	2.27810774803421	3.19316773863227	2.26408147957858	0.831330435170931	2.03129376851673	0.666495157876444	-0.581686908906484	1.60738312438986	1.05604399971679	2.4786922431671	3.0513610024355	3.3985174037591	2.97219504208647	2.59139292515173	2.05013791884285
11079	6.37290232577066	6.48247788111945	7.09608267519932	6.04191141505655	6.08507794986407	6.40386589402625	6.30744224145679	7.1795496140876	6.41743250612207	6.48641935043283	5.69023071926105	5.87176155601069	5.65201204647941	4.98268212387444	7.19116797479646	6.05799665987366	6.98728007071402	6.49045358011947	7.27766059056276	6.93198747410364	6.33054245380225	6.31096730479797
5192	3.88153582822192	3.57598827150348	4.84836660244466	4.68822776466353	3.66495401487414	4.33365397331111	4.12881444391816	4.35142249321252	4.48763293360878	4.66613250861801	3.11458681716938	3.22326649592655	3.36810904845634	3.38827233323799	4.38747687841967	3.23223447018862	4.0421385429487	4.21748892680531	5.0860066212584	4.68992564778323	4.74869104230473	3.91583520368036
8764	3.84251375683707	2.38331471607537	3.29045198783495	3.48026811996751	3.80780300362077	3.84681785676845	3.78615785487406	3.97378073242097	4.56943056192522	3.93998016456687	3.1233852807797	2.62735523296038	3.08730243243797	2.63875544081373	4.72645672623976	3.15231741581415	4.63884124436113	3.22170027942662	3.83685563115498	4.23777314604349	3.6960052954608	2.59621231088488
79258	3.05027155405567	1.18100783185896	3.70797576621734	1.63630250482844	0.573320778329307	2.28654609762148	1.91696380169265	1.15086955608941	2.88233468987362	3.63488348435098	1.36886253871948	3.68439549028376	0.338859551509475	1.34454622958653	3.62293458385873	3.84355557425457	4.05132822848916	3.17292769294523	2.75394519495604	4.0716301261841	2.64851616456941	1.83156805814053
27237	2.85042717350405	1.84233381325176	3.73960054992324	3.62247288908526	1.56621217213816	2.28149512235714	3.48764865819438	3.98669867508783	2.43482717055914	1.72066588261683	3.35267946108086	2.46062853321791	1.90577038939789	1.60167968839454	3.15127632365886	2.46062853321791	3.58523020685187	3.94089094802897	2.4627997604811	2.68040606721838	2.70250722317773	2.19561503594668
1953	1.18100783185896	0.992606801778775	3.6067053914128	2.32827087290576	1.59060741651926	2.39886858987772	2.54800884244797	1.0104379338341	0.840820791879065	-1.4079482018343	2.81069422033523	3.27613360639799	0.127278511291185	0.753298336934251	2.22844160817879	0.827097236065854	3.1790420159976	3.53695122276433	2.00555462297797	1.55695857216803	2.28902363707307	2.69348657864217
127262	3.37412712948069	3.77431152180862	5.22039412980044	4.25032013295794	3.75245959072107	3.11245005149047	4.0367446807579	5.03817535764422	3.9871742229993	4.34698797543653	2.90098071032776	3.11621369616768	3.31310379319581	2.43931700074679	4.88349669611048	4.24219700105483	4.93572140898346	3.92118982096483	3.73816577593671	3.25930147262165	3.98859138169538	4.30915046457642
49856	2.10302162856507	2.84105220560237	2.66263456431177	3.11836328545296	1.85695138080838	2.9508765868382	4.4932792100813	4.92718945834171	2.12409829915472	1.9691231455352	2.80318581710904	2.16089547580674	2.68816498260679	2.8706434599911	3.02925816333822	2.52112979673712	2.26408147957858	3.03301827571607	3.08836697673152	2.78021267324609	2.79434331829967	3.86125071309348
57212	1.65089357154608	0.699106787928507	2.57469440853102	1.71294456834203	0.71453689114716	2.30316450843587	2.43409474548563	3.74480882964134	1.06605227377692	1.97753721936836	2.09485507500166	2.95673583307908	1.75364584116748	1.05936027033342	1.83417029987856	1.86910518280792	3.6925981562339	2.25157535542914	2.32070695752319	2.15403415984066	1.97636882158587	1.98436153222051
388588	2.68422527589037	0.996193337706551	3.54685790284513	1.22893895133288	4.08239841323113	2.68630238758571	2.53892497388502	1.61825510096321	2.08323641547139	1.15086955608941	0.264492569452641	3.59990138910549	-0.440350092951578	1.35672034742827	4.01809152320333	2.20323308014827	2.01228630190613	1.87183811724148	1.81627018914111	1.70670985511739	2.25063706257341	1.61093650181073
57470	4.16408973042045	4.42828225422833	4.74869104230473	5.02621747071086	4.17072517156235	4.21658592301008	5.90022013280008	5.85394471475748	4.53551205403897	4.67393668865626	3.4619895224654	4.30866533551473	4.36236512389238	4.64406556429919	4.38506555467651	4.50789930321654	4.39383233049371	5.01125090482737	4.29947186196452	4.10135804364013	4.77130481343043	5.34532837368166
9731	2.9868892944141	3.69946634764639	4.84953692058374	4.47378412647444	2.25796173064673	4.02639078467637	4.73915430107006	5.72661872495382	4.35240727353603	4.04899684364661	3.9375940793024	3.16232084571218	4.47896357281977	3.33609606462226	4.35629440489244	3.2368957773515	3.5058902807246	4.08050629588156	4.0367446807579	3.89511905022011	3.21078153852308	4.0283143756676
339448	2.27896176809126	3.70000232264604	4.31806289562219	4.16593045888978	1.77565048936793	2.8166412812585	5.81552986604997	5.88345693704812	3.9638270690171	4.11335507420919	3.86033306837795	2.83377416857801	3.89935011269429	2.8154020310971	3.94417645570913	3.4777193640574	3.86596852860403	4.73859935402146	4.12041874816432	3.99037336955258	4.24739460944843	5.09692618615382
55966	1.77849217022026	1.02484422830406	3.04297741719507	2.65455092256002	0.787410802355446	0.639679642484936	5.50268417595913	6.23529053185341	3.67289060349842	2.66521047344917	3.39393511709405	0.931648800544254	3.38668692706088	4.05273473534062	1.24013727363276	0.906059684347111	1.75364584116748	0.845350311464149	-0.661070445824926	-1.30571422417637	1.6662663756576	2.20041123174977
6146	7.91410377969655	8.49856786799881	9.12856358560864	8.96251607248347	8.65113541552269	8.79637732685637	9.75605672688979	9.91796455699933	8.73963452059567	9.63306136170493	8.76070074327109	8.71881574175595	7.69441952309522	8.26017394677281	8.25488831292265	9.19972501251233	8.90027644115382	8.90027644115382	9.58644150601357	9.15490388670082	8.98643673818681	9.59796855556189
388591	3.19743836436766	3.20181486561528	2.99828008412232	3.40509420581773	2.68693620667848	1.40260860375753	2.80514142011322	3.67766423868828	2.78625866983702	2.77283721612849	1.82759059552486	2.15403415984066	3.22687884519849	2.00111957669303	3.87584442759928	4.80764570023164	4.13885418822488	4.64887661441262	5.31093957259768	5.26674356036462	3.426811939082	3.95115664538883
23463	4.25573695673679	4.20340361032945	5.16727623104465	4.62355654415593	3.61627003334357	3.99683846466022	4.98012389594942	6.15137707111073	3.93952314600225	4.5266068372151	4.2735480839274	4.53926853421883	4.67169340881808	4.34205451748215	4.98965114338406	3.70237287131649	5.2143017034169	5.2793775558481	5.3738427669693	5.12827459912724	4.34698797543653	4.56689374251389
11332	3.3314186966701	4.28863505732802	3.62293458385873	3.53544223338396	3.78278172716738	5.07073004319282	5.71278509762391	5.76225877334311	3.22737919121571	4.08192195711672	4.37902717324759	3.05458144981644	3.77851007688671	4.53654666475237	2.7264969761592	4.40845493449656	3.74733395929578	4.15783021003651	2.28983874292279	2.82142484470414	4.74309406882964	4.53707585197384
54626	1.1661234656456	0.55014307654791	2.83321071207255	1.05260179322609	2.3791629583156	2.03235922825841	4.11995417953665	3.01019034640283	0.910201814792481	-2.75533924441701	2.70438600248418	2.3825637613707	2.01336535512396	2.69149924941552	3.10971776014526	3.55076706780932	4.10763826964796	2.05751482836094	1.92709591327744	0.970369030116078	1.34688763205953	2.44770559111107
83715	4.99655754638685	3.15923965490944	3.15716380354902	3.84963132814067	4.30964276020744	5.72253013365706	4.98651138803129	4.57954360015358	5.1845188268386	5.40791325984093	2.31990572691697	4.41292338669955	2.62122362639184	4.27594011799765	4.8098701787283	4.26502396011952	5.40363536413407	4.55802625266797	3.99452023174683	3.92490341242611	5.21284097120945	4.07488092124772
8718	1.60362203885593	2.67786122572949	-0.0581274357802881	2.22205006486613	2.84164024376637	1.46829977857145	2.23321658729758	3.1140752179462	0.639679642484936	1.20642586073708	2.4577025520494	2.15302846893649	3.09609941593268	2.22205006486613	2.68169839098892	1.78438947532985	1.32182119428723	0.977911237065472	1.7566495152589	1.97397816273518	1.01409772174855	2.939273807755
57449	2.6599373812558	2.92583157163762	2.03235922825841	3.48716645017969	3.38931958998875	1.43596863770024	3.21862252618194	3.82172138185024	2.92469090409754	2.61576999145637	3.73172903742071	1.04547074916025	2.53819935482021	2.11320716997707	2.86478333526907	2.04674366461822	3.47929036208976	3.01961276577908	3.35523617645774	3.08784490046832	2.69540184549458	3.00905835227513
79707	3.90400631635237	4.10950927194515	2.99551107443289	4.12178380602462	3.34928906931795	4.31359386924067	4.36131700304426	4.25127585540278	4.13214563567357	4.1440507360407	1.91812213525131	3.74056867177376	3.22942097010593	4.24406310412105	2.62056406707049	4.21895545327938	4.84115400827381	3.67766423868828	3.85751672403491	4.51417179061417	4.92010515747713	5.21499962000124
3104	2.40345227619953	1.98219690447879	2.56005336680212	2.23599056630208	2.45621493121648	1.85157038348226	4.11617140267942	3.70894052141782	2.83437260237733	2.70764030128378	2.88400511650264	1.94951443778277	2.08761535708054	1.81342271149364	2.12409829915472	1.15384689761701	2.41420237603545	1.53562406084996	2.7978145915444	2.19561503594668	2.58088924738333	2.71135731087009
9903	4.16358942173491	4.38243426429105	5.19126320784677	4.9107664046887	5.75194418205766	5.2087585894226	4.61926366905024	3.82733533085256	6.34692628489066	5.19405169805427	4.16069659359952	5.05214292036884	4.78151348690093	4.69888991332711	5.48467759644933	4.44681102320605	6.04081534118208	4.86016515196678	6.69610738801002	6.35550175678286	5.81718855576012	5.81635348311608
148479	2.49568156455936	1.52287190451447	4.37218863369466	3.1233852807797	4.39942205912405	3.66594425848877	3.70662430413609	2.96163087834108	4.12348795534772	3.94832059076005	2.77958486940308	2.93232313465396	2.19839889628666	2.3825637613707	3.8579971629237	2.80140103266745	4.17976550300675	3.34119583517003	4.17730969245402	3.91971737435116	2.93586010321044	3.52702802902978
90326	2.11424508617892	2.41875849260164	2.59007082608045	3.40664660196992	1.914262296214	2.275377883305	4.2219882349612	3.3517188690316	3.37264701717753	2.58388437429903	1.44498156460471	2.05980728495313	2.50751589741088	2.96766814834555	1.64027111935905	1.42274565748377	2.35211408485887	2.47406163821101	2.41802295387603	2.92182573979236	2.85507886333816	3.45587540420655
55735	2.12803874590707	3.06095227426161	2.57607239664388	2.23221752044283	1.0387016510627	2.22844160817879	3.03950733747074	4.41596852427202	1.96066942844547	1.66285965109031	3.17138158716717	3.4900803360771	2.61182358594048	2.46805552134962	2.76587995828391	2.77897840030659	0.758048276705976	3.31358593171272	3.67911630090713	3.09830014118211	2.76195325093261	3.21650665554426
23261	6.85722019115379	7.52797853292916	6.97740523635492	7.5666809484783	7.37610149584714	7.33283333114433	8.18261907970248	8.05179464027172	6.99938295022795	7.32736913082218	7.41888507105387	7.70900272087663	6.5535372750443	7.0053314616514	7.33555311277061	7.8117503516433	7.2329987310473	7.23791342452036	7.79213660795979	8.19783866537913	7.50282815706283	8.04715245968196
9341	4.10810404601899	4.72527982880478	4.63461406695878	5.0686969389932	5.03051951642746	5.34941330607202	5.57616886045358	5.65559686163288	4.46511367199986	4.51620574064458	3.61816070284058	4.58917261833962	4.36438889340531	4.75033095299532	5.00674821779762	5.07695243508817	4.8618474933144	5.06033583310357	5.46001784181115	5.12151411807363	5.0086932414859	5.3537321155219
8863	2.76195325093261	2.07990632098221	4.40557618092537	3.2033176734651	3.60186244197949	1.27728836892282	3.06095227426161	2.33955479384732	2.62584927022158	2.81780624165267	1.94086743393274	1.33490206239575	3.30114473264288	2.24800512923489	3.7061639073135	3.54982191032257	1.37132002664055	2.84751935558289	4.53069464403828	4.08769475557065	2.15796964282429	1.88926277302497
11315	6.49860592899977	6.59986060371965	7.57320986470015	7.20082932916838	6.30071642646956	6.47283260872528	6.77671286188771	8.06112098009371	6.6142283573353	7.06822085383465	6.33874149087379	6.46634253391838	6.33874149087379	6.06088530421185	6.82794251915857	6.88388024567694	6.18481316883257	6.53599369647346	7.35998813920437	7.00951123298398	7.03264711801455	6.83695007744551
54206	5.07265277590819	5.1066177180975	5.88894018389313	5.91761661128458	7.72745674066883	6.01766137937518	6.57845191786371	5.08095875530958	8.30307446360806	6.68521355539394	5.00740578808912	5.60204693770724	5.87176155601069	5.88345693704812	6.66542016821293	5.81469370046119	6.65953431056146	6.1658829986943	5.97700045170445	5.78268872974491	6.91632258752653	6.20052892259915
473	4.76679440078199	5.09952317109698	5.34599311560531	5.55687917359181	4.59724793712893	5.2841603223758	5.08925197980277	6.33279827583619	5.10339302812445	5.13392545051215	4.53814428770999	4.4184997536015	3.63488348435098	3.81339674810323	4.49428300047181	4.04166541593436	3.90449575383938	4.39334432928715	5.32072360907691	5.23480858957369	4.89199980687684	5.10022287974153
2023	8.06112098009371	8.42116946300021	8.73963452059567	9.46483310189789	6.96515766677876	8.88505434704188	9.57499737171166	10.2890729842891	8.77488529714034	9.32212492644561	9.20883228304378	8.56685572497242	8.57956241716973	8.59879611461113	7.50282815706283	8.56685572497242	8.64450757220082	8.7536508123334	9.06022909215572	9.02704622228711	9.15490388670082	9.51897395844354
80045	1.94951443778277	1.30912568095498	1.89056803799176	2.38657020100913	2.47109484539673	1.54194131183457	2.5697476249319	2.5558719479459	2.12409829915472	1.31162739844243	2.95390619322652	2.00666543156432	0.29738750056217	1.10084183612605	1.14435399597799	-0.0046454121024162	3.63725782756091	3.64686855108156	2.90389067545727	2.64851616456941	2.94857585754416	3.37823255272362
9563	3.53058487872713	3.15395250981654	3.30007202120603	3.43271018323993	4.104766070647	2.79711328995952	2.57253216286084	2.55158744620261	3.04762849491624	3.54027022043502	2.62863485433424	3.27662652335683	2.42574721543321	2.15796964282429	3.47820644494351	2.08646554076	3.72903444963037	3.70094834523261	5.96096235774093	5.02621747071086	2.95615994587814	2.82932414799063
